,score_phrase,title,url,platform,score,editors_choice,release_year,release_month,release_day,primary_genre,secondary_genre
352,Mediocre,Little Inferno,/games/little-inferno/linux-137619,Linux,5.0,N,2012,11,27,Puzzle,
353,Mediocre,Little Inferno,/games/little-inferno/iphone-159505,iPhone,5.0,N,2012,11,27,Puzzle,
354,Great,Little Chomp,/games/little-chomp/iphone-148128,iPhone,8.0,N,2012,11,26,Action,
355,Amazing,Trine 2: Director's Cut,/games/trine-2/wii-u-135737,Wii U,9.0,Y,2012,11,26,Action,
356,Awful,LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/3ds-135997,Nintendo 3DS,3.8,N,2012,11,26,Action, Adventure
357,Awful,LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/vita-140079,PlayStation Vita,3.8,N,2012,11,26,Action, Adventure
358,Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/xbox-360-135464,Xbox 360,6.8,N,2012,11,26,Action, Adventure
359,Great,Writer Rumble,/games/writer-rumble/iphone-149247,iPhone,8.2,N,2012,12,10,Puzzle, Word Game
360,Amazing,Mass Effect,/games/mass-effect/ps3-143827,PlayStation 3,9.0,Y,2012,12,10,RPG,
361,Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/xbox-360-128867,Xbox 360,8.3,N,2012,12,7,Fighting,
362,Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/ps3-128866,PlayStation 3,8.3,N,2012,12,7,Fighting,
363,Good,Uncharted: Fight For Fortune,/games/uncharted-fight-for-fortune/vita-146817,PlayStation Vita,7.0,N,2012,12,6,Card, Battle
364,Good,Modern Combat 4: Zero Hour,/games/modern-combat-4-zero-hour/iphone-143811,iPhone,7.8,N,2012,12,6,Shooter,
365,Okay,Wonderbook: Book  of Spells,/games/book-of-spells/ps3-135683,PlayStation 3,6.0,N,2012,12,6,Simulation, Adventure
366,Great,Rift: Storm Legion,/games/rift-storm-legion/pc-135457,PC,8.3,N,2012,12,4,RPG,
367,Amazing,Joe Danger,/games/joe-danger-touch/iphone-136836,iPhone,9.1,Y,2013,1,14,Action,
368,Great,DmC: Devil May Cry,/games/dmc/xbox-360-86431,Xbox 360,8.9,Y,2013,1,14,Action,
369,Mediocre,Anarchy Reigns,/games/anarchy-reigns/xbox-360-98770,Xbox 360,5.9,N,2013,1,11,Action,
370,Mediocre,Anarchy Reigns,/games/anarchy-reigns/ps3-95396,PlayStation 3,5.9,N,2013,1,11,Action,
371,Great,Kentucky Route Zero: Act 1,/games/kentucky-route-zero-154732/pc-115270,PC,8.3,N,2013,1,11,Adventure,
372,Okay,Primordia,/games/primordia/pc-140042,PC,6.8,N,2013,1,11,Adventure,
373,Amazing,Mutant Mudds,/games/mutant-mudds/iphone-149490,iPhone,9.1,Y,2013,1,10,Platformer,
374,Amazing,Far Cry 3,/games/far-cry-3/xbox-360-53491,Xbox 360,9.0,Y,2012,11,21,Shooter,
375,Amazing,Mass Effect 3 (Special Edition),/games/mass-effect-3/wii-u-135743,Wii U,9.5,N,2012,11,21,RPG,
376,Amazing,Nano Assault Neo,/games/nano-assault-neo/wii-u-142952,Wii U,9.0,Y,2012,11,20,Shooter,
377,Good,Disney Epic Mickey: Power of Illusion,/games/disney-epic-mickey-power-of-illusion/3ds-130576,Nintendo 3DS,7.0,N,2012,11,20,Action, Adventure
378,Great,Assassin's Creed III,/games/assassins-creed-iii/wii-u-110823,Wii U,8.5,N,2012,11,20,Action, Adventure
379,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/pc-147951,PC,9.2,Y,2012,11,20,Shooter, RPG
380,Great,Scribblenauts Unlimited,/games/scribblenauts-unlimited/pc-135828,PC,8.8,Y,2012,11,20,Puzzle, Action
381,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/xbox-360-147949,Xbox 360,9.2,Y,2012,11,20,Shooter, RPG
382,Great,PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/vita-135678,PlayStation Vita,8.0,N,2012,11,20,Fighting,
383,Good,Jetpack Joyride,/games/jetpack-joyride/psp-148152,PlayStation Portable,7.4,N,2012,11,26,Platformer,
384,Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/ps3-135460,PlayStation 3,6.8,N,2012,11,26,Action, Adventure
385,Good,The Walking Dead: Assault,/games/the-walking-dead-assault/iphone-149294,iPhone,7.5,N,2012,12,4,Adventure,
386,Good,Miasmata,/games/miasmata/pc-149038,PC,7.9,N,2012,12,4,Adventure,
387,Good,Bladeslinger: Episode 1,/games/bladeslinger/iphone-119042,iPhone,7.2,N,2012,12,3,Action,
388,Mediocre,Funky Barn,/games/funky-barn-142959/wii-u-142960,Wii U,5.0,N,2012,12,3,Simulation,
389,Awful,ESPN Sports Connection,/games/sports-connection/wii-u-135664,Wii U,3.0,N,2012,12,3,Sports,
390,Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/wii-u-139639,Wii U,8.8,N,2012,11,30,Racing, Action
391,Awful,Infestation: Survivor Stories,/games/the-war-z/pc-138069,PC,3.0,N,2013,1,8,Action,
392,Good,Labyrinth Legends,/games/labyrinth-legends/ps3-148868,PlayStation 3,7.7,N,2013,1,7,RPG,
393,Mediocre,Ace of Spades,/games/ace-of-spades-149688/pc-106949,PC,5.9,N,2013,1,4,Shooter,
394,Good,Monsters Inc. Run,/games/monsters-inc-run/iphone-150128,iPhone,7.7,N,2013,1,3,Action,
395,Good,Pudding Monsters,/games/pudding-monsters/iphone-149492,iPhone,7.3,N,2012,12,20,Puzzle, Adventure
396,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/ps3-147950,PlayStation 3,9.2,Y,2012,11,20,Shooter, RPG
397,Great,PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/ps3-123511,PlayStation 3,8.0,N,2012,11,20,Fighting,
398,Amazing,NBA 2K13,/games/nba-2k13/wii-u-135328,Wii U,9.1,Y,2012,11,20,Sports,
399,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/xbox-360-135886,Xbox 360,9.5,Y,2012,11,19,Adventure,
400,Mediocre,NFL Quarterback Club '97,/games/nfl-quarterback-club-97/ps-293,PlayStation,5.0,N,1996,11,25,Sports,
401,Okay,Namco Museum Vol. 2,/games/namco-museum-vol-2/ps-730,PlayStation,6.0,N,1996,11,25,Action, Compilation
402,Awful,Raven Project,/games/raven-project/ps-184,PlayStation,3.0,N,1996,11,25,Action,
403,Okay,Silverload,/games/silverload/ps-585,PlayStation,6.0,N,1996,11,25,Adventure,
404,Good,Return Fire,/games/return-fire/ps-172,PlayStation,7.0,N,1996,11,25,Action,
405,Painful,Rise 2: Resurrection,/games/rise-2-resurrection/ps-174,PlayStation,2.0,N,1996,11,25,Fighting,
406,Okay,Robo Pit,/games/robo-pit/ps-175,PlayStation,6.5,N,1996,11,25,Fighting,
407,Okay,NBA ShootOut,/games/nba-shootout/ps-163,PlayStation,6.0,N,1996,11,25,Sports,
408,Bad,Beyond The Beyond,/games/beyond-the-beyond/ps-450,PlayStation,4.0,N,1996,11,21,RPG,
409,Good,Crash Bandicoot,/games/crash-bandicoot/ps-603,PlayStation,7.5,N,1996,11,21,Platformer,
410,Great,Bust-A-Move 2: Arcade Edition,/games/bust-a-move-2-arcade-edition/ps-684,PlayStation,8.0,N,1996,11,21,Puzzle,
411,Mediocre,CyberSpeed,/games/cyberspeed/ps-139,PlayStation,5.0,N,1996,11,21,Racing,
412,Good,D,/games/d/ps-688,PlayStation,7.0,N,1996,11,21,Adventure,
413,Okay,Assault Rigs,/games/assault-rigs/ps-134,PlayStation,6.0,N,1996,11,21,Action,
414,Mediocre,ESPN Extreme Games,/games/espn-extreme-games/ps-547,PlayStation,5.0,N,1996,11,21,Sports,
415,Good,Doom (1993),/games/doom/ps-671,PlayStation,7.0,N,1996,11,21,Shooter,
416,Great,Bottom of the 9th,/games/bottom-of-the-9th/ps-110,PlayStation,8.0,N,1996,11,21,Sports,
417,Good,Adidas Power Soccer,/games/adidas-power-soccer/ps-715,PlayStation,7.0,N,1996,11,21,Sports,
418,Painful,Agile Warrior F-111X,/games/agile-warrior-f-111x/ps-133,PlayStation,2.0,N,1996,11,21,Action,
419,Great,Alien Trilogy,/games/alien-trilogy/ps-452,PlayStation,8.0,N,1996,11,21,Action,
420,Okay,Alone in the Dark: One Eyed Jack's Revenge,/games/alone-in-the-dark-2/ps-677,PlayStation,6.0,N,1996,11,21,Adventure,
421,Good,Fade to Black,/games/fade-to-black/ps-146,PlayStation,7.0,N,1996,11,21,Adventure,
422,Good,Die Hard Trilogy,/games/die-hard-trilogy/ps-447,PlayStation,7.5,N,1996,11,21,Action,
423,Good,Discworld,/games/discworld/ps-583,PlayStation,7.0,N,1996,11,21,Adventure,
